"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,3,5,1644,1645,-1,2008,2008,0,"DL",1394,"N3749D","JFK","PDX",361,2454,16,45,2013-03-05 16:00:00
2013,1,27,630,635,-5,920,940,-20,"AA",711,"N3JJAA","LGA","DFW",210,1389,6,35,2013-01-27 06:00:00
2013,12,30,755,805,-10,1017,1027,-10,"EV",4407,"N14153","EWR","OMA",182,1134,8,5,2013-12-30 08:00:00
2013,3,21,2315,2100,135,136,2327,129,"DL",1247,"N947DL","LGA","ATL",108,762,21,0,2013-03-21 21:00:00
2013,9,14,600,600,0,710,716,-6,"EV",5747,"N909EV","LGA","IAD",48,229,6,0,2013-09-14 06:00:00
2013,9,8,2025,2035,-10,2229,2243,-14,"EV",4536,"N16546","EWR","CVG",85,569,20,35,2013-09-08 20:00:00
2013,7,15,1134,1135,-1,1414,1451,-37,"DL",954,"N915DE","LGA","FLL",142,1076,11,35,2013-07-15 11:00:00
2013,2,9,2355,2359,-4,426,444,-18,"B6",739,"N821JB","JFK","PSE",189,1617,23,59,2013-02-09 23:00:00
2013,6,17,911,915,-4,1206,1215,-9,"VX",161,"N847VA","EWR","LAX",332,2454,9,15,2013-06-17 09:00:00
2013,6,18,1604,1530,34,2017,1855,82,"AA",85,"N369AA","JFK","SFO",374,2586,15,30,2013-06-18 15:00:00
2013,9,30,844,845,-1,1039,1053,-14,"US",2071,"N760US","LGA","CLT",84,544,8,45,2013-09-30 08:00:00
2013,12,27,1629,1630,-1,1927,1955,-28,"DL",421,"N3758Y","JFK","AUS",205,1521,16,30,2013-12-27 16:00:00
2013,5,13,1425,1358,27,1744,1715,29,"DL",1331,"N377NW","LGA","MIA",162,1096,13,58,2013-05-13 13:00:00
2013,7,22,1101,1100,1,1336,1332,4,"DL",1647,"N608DA","LGA","ATL",107,762,11,0,2013-07-22 11:00:00
2013,6,21,1509,1512,-3,1720,1736,-16,"EV",4377,"N11181","EWR","JAX",113,820,15,12,2013-06-21 15:00:00
2013,10,23,751,755,-4,1036,1048,-12,"UA",450,"N832UA","EWR","DFW",204,1372,7,55,2013-10-23 07:00:00
2013,9,7,1806,1815,-9,2018,2037,-19,"DL",926,"N320NB","EWR","ATL",100,746,18,15,2013-09-07 18:00:00
2013,4,9,1337,1345,-8,1510,1530,-20,"MQ",4491,"N711MQ","LGA","CLE",66,419,13,45,2013-04-09 13:00:00
2013,12,8,719,650,29,958,912,46,"UA",245,"N570UA","EWR","DEN",246,1605,6,50,2013-12-08 06:00:00
2013,9,2,609,611,-2,944,954,-10,"B6",1403,"N535JB","JFK","SJU",200,1598,6,11,2013-09-02 06:00:00
2013,6,24,1512,1456,16,1922,1724,118,"UA",1222,"N78448","EWR","LAS",305,2227,14,56,2013-06-24 14:00:00
2013,7,10,1948,1930,18,2238,2215,23,"DL",2041,"N333NW","JFK","ATL",113,760,19,30,2013-07-10 19:00:00
2013,4,11,1607,1500,67,1849,1645,124,"AA",341,"N4YAAA","LGA","ORD",115,733,15,0,2013-04-11 15:00:00
2013,10,25,1042,1025,17,1153,1140,13,"MQ",3611,"N539MQ","EWR","ORD",105,719,10,25,2013-10-25 10:00:00
2013,6,8,1631,1630,1,1915,1921,-6,"UA",1444,"N24224","EWR","MCO",143,937,16,30,2013-06-08 16:00:00
2013,5,19,2219,2159,20,37,10,27,"EV",3809,"N48901","EWR","SDF",92,642,21,59,2013-05-19 21:00:00
2013,5,3,600,600,0,733,745,-12,"WN",3938,"N8302F","LGA","STL",120,888,6,0,2013-05-03 06:00:00
2013,11,30,2046,2045,1,1,11,-10,"UA",1049,"N33264","EWR","LAX",343,2454,20,45,2013-11-30 20:00:00
2013,5,7,1752,1745,7,2037,2031,6,"B6",527,"N618JB","EWR","MCO",131,937,17,45,2013-05-07 17:00:00
2013,3,20,841,845,-4,1055,1057,-2,"US",1429,"N742PS","LGA","CLT",101,544,8,45,2013-03-20 08:00:00
2013,7,8,2131,2000,91,2338,2244,54,"UA",260,"N412UA","EWR","IAH",165,1400,20,0,2013-07-08 20:00:00
2013,11,28,1857,1859,-2,2025,2055,-30,"9E",2928,"N937XJ","JFK","ORD",121,740,18,59,2013-11-28 18:00:00
2013,11,22,1810,1710,60,2009,1910,59,"MQ",3530,"N831MQ","LGA","DTW",96,502,17,10,2013-11-22 17:00:00
2013,4,12,624,630,-6,745,804,-19,"UA",753,"N812UA","EWR","CLE",64,404,6,30,2013-04-12 06:00:00
2013,5,17,855,900,-5,1112,1115,-3,"DL",181,"N321US","LGA","DTW",85,502,9,0,2013-05-17 09:00:00
2013,1,2,820,820,0,1259,1310,-11,"B6",717,"N507JB","JFK","SJU",187,1598,8,20,2013-01-02 08:00:00
2013,9,25,856,900,-4,1126,1119,7,"DL",485,"N351NW","EWR","ATL",114,746,9,0,2013-09-25 09:00:00
2013,12,4,2054,2100,-6,2150,2206,-16,"US",2164,"N965UW","LGA","BOS",33,184,21,0,2013-12-04 21:00:00
2013,4,8,1919,1905,14,2056,2114,-18,"EV",4153,"N14916","EWR","CLT",81,529,19,5,2013-04-08 19:00:00
2013,6,23,2111,1930,101,12,2240,92,"DL",1435,"N905DL","LGA","TPA",138,1010,19,30,2013-06-23 19:00:00
2013,6,16,1024,1033,-9,1148,1212,-24,"EV",4374,"N21154","EWR","RDU",62,416,10,33,2013-06-16 10:00:00
2013,2,10,1724,1725,-1,1945,2032,-47,"UA",1100,"N75433","EWR","SEA",300,2402,17,25,2013-02-10 17:00:00
2013,2,16,1856,1859,-3,2105,2145,-40,"DL",947,"N908DE","LGA","ATL",112,762,18,59,2013-02-16 18:00:00
2013,1,6,809,815,-6,1053,1118,-25,"DL",1429,"N374DA","JFK","LAS",311,2248,8,15,2013-01-06 08:00:00
2013,9,2,825,826,-1,1057,1112,-15,"DL",1959,"N624AG","JFK","MCO",122,944,8,26,2013-09-02 08:00:00
2013,10,10,1202,1159,3,1324,1309,15,"MQ",3386,"N804MQ","JFK","DCA",48,213,11,59,2013-10-10 11:00:00
2013,9,18,1642,1645,-3,1827,1913,-46,"EV",4328,"N13161","EWR","MSY",153,1167,16,45,2013-09-18 16:00:00
2013,6,17,806,810,-4,1034,1032,2,"DL",27,"N645DL","JFK","ATL",113,760,8,10,2013-06-17 08:00:00
2013,6,24,1145,1155,-10,1301,1310,-9,"MQ",3461,"N521MQ","LGA","BNA",109,764,11,55,2013-06-24 11:00:00
2013,3,8,1817,1720,57,1949,1844,65,"UA",1172,"N35260","EWR","BOS",42,200,17,20,2013-03-08 17:00:00
2013,4,12,701,613,48,958,935,23,"UA",303,"N560UA","JFK","SFO",324,2586,6,13,2013-04-12 06:00:00
2013,5,5,1706,1650,16,1824,1845,-21,"WN",197,"N712SW","LGA","STL",115,888,16,50,2013-05-05 16:00:00
2013,9,14,1923,1926,-3,2247,2246,1,"UA",754,"N503UA","EWR","SFO",331,2565,19,26,2013-09-14 19:00:00
2013,8,20,757,800,-3,1151,1200,-9,"AA",655,"N5FTAA","JFK","STT",204,1623,8,0,2013-08-20 08:00:00
2013,4,3,1326,1330,-4,1619,1606,13,"B6",127,"N267JB","EWR","MCO",140,937,13,30,2013-04-03 13:00:00
2013,6,23,2115,2055,20,2235,2230,5,"WN",579,"N415WN","LGA","MDW",101,725,20,55,2013-06-23 20:00:00
2013,4,15,1238,1245,-7,1507,1513,-6,"UA",356,"N482UA","EWR","PHX",299,2133,12,45,2013-04-15 12:00:00
2013,8,20,647,636,11,918,926,-8,"UA",1627,"N14219","EWR","PBI",135,1023,6,36,2013-08-20 06:00:00
2013,11,9,1759,1755,4,2051,2055,-4,"AA",1185,"N3EKAA","LGA","DFW",205,1389,17,55,2013-11-09 17:00:00
2013,9,24,1158,1200,-2,1516,1515,1,"UA",766,"N554UA","JFK","SFO",345,2586,12,0,2013-09-24 12:00:00
2013,4,28,1805,1800,5,2049,2035,14,"DL",61,"N699DL","LGA","ATL",119,762,18,0,2013-04-28 18:00:00
2013,10,15,1039,1025,14,1327,1325,2,"AA",1131,"N3FEAA","LGA","DFW",213,1389,10,25,2013-10-15 10:00:00
2013,11,22,941,953,-12,1231,1256,-25,"B6",5,"N746JB","EWR","FLL",140,1065,9,53,2013-11-22 09:00:00
2013,3,12,1127,1130,-3,1355,1437,-42,"UA",703,"N554UA","JFK","LAX",312,2475,11,30,2013-03-12 11:00:00
2013,2,3,1319,1322,-3,1605,1624,-19,"B6",431,"N608JB","LGA","SRQ",144,1047,13,22,2013-02-03 13:00:00
2013,6,10,1615,1600,15,2019,1938,41,"DL",141,"N712TW","JFK","SFO",360,2586,16,0,2013-06-10 16:00:00
2013,7,15,1140,1145,-5,1350,1358,-8,"DL",401,"N327NB","EWR","ATL",100,746,11,45,2013-07-15 11:00:00
2013,8,6,825,745,40,923,855,28,"B6",1818,"N568JB","JFK","BOS",34,187,7,45,2013-08-06 07:00:00
2013,3,17,809,800,9,1115,1116,-1,"B6",553,"N586JB","EWR","RSW",170,1068,8,0,2013-03-17 08:00:00
2013,5,26,1823,1830,-7,2142,2200,-18,"AA",119,"N3ACAA","EWR","LAX",341,2454,18,30,2013-05-26 18:00:00
2013,6,10,1901,1721,100,2112,1926,106,"EV",3847,"N13968","EWR","IND",96,645,17,21,2013-06-10 17:00:00
2013,5,29,637,640,-3,1025,1040,-15,"AA",413,"N3HBAA","JFK","SJU",194,1598,6,40,2013-05-29 06:00:00
2013,6,20,554,600,-6,825,834,-9,"B6",27,"N547JB","EWR","MCO",126,937,6,0,2013-06-20 06:00:00
2013,2,17,1129,1130,-1,1253,1320,-27,"WN",3652,"N388SW","EWR","STL",128,872,11,30,2013-02-17 11:00:00
2013,9,3,1843,1855,-12,2023,2035,-12,"AA",359,"N434AA","LGA","ORD",110,733,18,55,2013-09-03 18:00:00
2013,8,31,1608,1615,-7,1835,1836,-1,"9E",3581,"N8794B","LGA","CVG",114,585,16,15,2013-08-31 16:00:00
2013,12,22,743,745,-2,1046,1100,-14,"AA",1111,"N3DMAA","LGA","DFW",220,1389,7,45,2013-12-22 07:00:00
2013,10,18,1354,1325,29,1624,1549,35,"F9",507,"N209FR","LGA","DEN",240,1620,13,25,2013-10-18 13:00:00
2013,2,7,1052,1100,-8,1404,1420,-16,"DL",1275,"N3746H","JFK","SLC",288,1990,11,0,2013-02-07 11:00:00
2013,8,18,1239,1237,2,1427,1434,-7,"EV",5259,"N738EV","EWR","DTW",81,488,12,37,2013-08-18 12:00:00
2013,12,28,2012,1959,13,2253,2304,-11,"UA",1221,"N24706","EWR","PBI",147,1023,19,59,2013-12-28 19:00:00
2013,5,9,1249,1256,-7,1412,1434,-22,"UA",522,"N825UA","LGA","ORD",113,733,12,56,2013-05-09 12:00:00
2013,11,15,1609,1615,-6,1905,1845,20,"MQ",3357,"N527MQ","LGA","ATL",131,762,16,15,2013-11-15 16:00:00
2013,10,9,1717,1605,72,1834,1755,39,"AA",343,"N491AA","LGA","ORD",105,733,16,5,2013-10-09 16:00:00
2013,1,7,750,800,-10,849,908,-19,"US",2118,"N958UW","LGA","BOS",39,184,8,0,2013-01-07 08:00:00
2013,5,27,1922,1930,-8,2044,2050,-6,"EV",5714,"N833AS","JFK","IAD",45,228,19,30,2013-05-27 19:00:00
2013,1,20,837,824,13,938,951,-13,"UA",1572,"N76288","EWR","BOS",42,200,8,24,2013-01-20 08:00:00
2013,1,29,1210,1218,-8,1401,1415,-14,"EV",4641,"N16951","EWR","CLT",83,529,12,18,2013-01-29 12:00:00
2013,11,25,1346,1344,2,1516,1521,-5,"EV",4374,"N11536","EWR","RDU",68,416,13,44,2013-11-25 13:00:00
2013,11,5,2055,2100,-5,2228,2235,-7,"MQ",3317,"N542MQ","LGA","RDU",70,431,21,0,2013-11-05 21:00:00
2013,12,15,1519,1520,-1,1806,1808,-2,"UA",608,"N440UA","EWR","LAS",325,2227,15,20,2013-12-15 15:00:00
2013,8,2,1439,1359,40,1647,1556,51,"US",686,"N668AW","EWR","PHX",292,2133,13,59,2013-08-02 13:00:00
2013,8,18,1733,1725,8,2046,2045,1,"AA",221,"N5FLAA","JFK","MIA",145,1089,17,25,2013-08-18 17:00:00
2013,8,16,1240,1240,0,1347,1357,-10,"EV",6054,"N18101","EWR","IAD",43,212,12,40,2013-08-16 12:00:00
2013,11,9,1109,1100,9,1209,1214,-5,"US",2177,"N945UW","LGA","DCA",46,214,11,0,2013-11-09 11:00:00
2013,3,28,1954,2000,-6,2228,2259,-31,"B6",39,"N652JB","JFK","PBI",132,1028,20,0,2013-03-28 20:00:00
2013,5,30,2100,1859,121,2334,2122,132,"FL",645,"N923AT","LGA","ATL",112,762,18,59,2013-05-30 18:00:00
2013,7,13,1549,1545,4,1714,1725,-11,"EV",4596,"N12201","EWR","STL",115,872,15,45,2013-07-13 15:00:00
2013,10,22,1715,1715,0,2021,2011,10,"UA",1682,"N27213","LGA","IAH",220,1416,17,15,2013-10-22 17:00:00
2013,11,17,853,856,-3,1157,1207,-10,"UA",1448,"N36469","EWR","PBI",141,1023,8,56,2013-11-17 08:00:00
2013,11,1,1553,1600,-7,1650,1719,-29,"US",2187,"N768US","LGA","DCA",44,214,16,0,2013-11-01 16:00:00
2013,7,6,1455,1459,-4,1640,1654,-14,"EV",4381,"N13968","EWR","DTW",83,488,14,59,2013-07-06 14:00:00
2013,1,6,843,848,-5,1053,1111,-18,"EV",4625,"N12172","EWR","XNA",174,1131,8,48,2013-01-06 08:00:00
2013,3,29,703,705,-2,1023,1012,11,"DL",1879,"N905DL","LGA","FLL",152,1076,7,5,2013-03-29 07:00:00
2013,12,10,1552,1530,22,1916,1903,13,"DL",417,"N156DL","JFK","LAX",354,2475,15,30,2013-12-10 15:00:00
2013,6,20,1452,1500,-8,1543,1612,-29,"US",2132,"N961UW","LGA","BOS",33,184,15,0,2013-06-20 15:00:00
2013,7,10,726,730,-4,1122,1129,-7,"B6",1289,"N805JB","EWR","SJU",201,1608,7,30,2013-07-10 07:00:00
2013,6,7,1002,1007,-5,1106,1128,-22,"EV",4240,"N11535","EWR","BUF",49,282,10,7,2013-06-07 10:00:00
2013,11,26,558,600,-2,700,659,1,"US",2167,"N762US","LGA","DCA",45,214,6,0,2013-11-26 06:00:00
2013,4,2,625,630,-5,755,811,-16,"UA",579,"N816UA","EWR","CLE",73,404,6,30,2013-04-02 06:00:00
2013,2,15,1420,1400,20,1653,1631,22,"B6",615,"N229JB","JFK","JAX",136,828,14,0,2013-02-15 14:00:00
2013,6,8,1519,1320,119,1807,1612,115,"UA",1199,"N41140","EWR","LAX",325,2454,13,20,2013-06-08 13:00:00
2013,1,15,1136,1140,-4,1424,1448,-24,"DL",1174,"N358NB","LGA","PBI",148,1035,11,40,2013-01-15 11:00:00
2013,2,20,1152,1200,-8,1310,1315,-5,"MQ",4425,"N806MQ","JFK","DCA",58,213,12,0,2013-02-20 12:00:00
2013,12,22,1635,1530,65,1840,1707,93,"UA",375,"N406UA","EWR","CLE",71,404,15,30,2013-12-22 15:00:00
2013,5,8,927,932,-5,1322,1236,46,"B6",77,"N580JB","JFK","FLL",154,1069,9,32,2013-05-08 09:00:00
2013,7,6,744,750,-6,1013,1030,-17,"AA",715,"N484AA","LGA","DFW",184,1389,7,50,2013-07-06 07:00:00
2013,9,11,1643,1655,-12,1814,1840,-26,"MQ",3411,"N851MQ","LGA","RDU",65,431,16,55,2013-09-11 16:00:00
2013,10,30,1200,1200,0,1436,1425,11,"UA",998,"N821UA","EWR","PHX",317,2133,12,0,2013-10-30 12:00:00
2013,4,29,801,802,-1,925,928,-3,"EV",3816,"N11548","EWR","PIT",53,319,8,2,2013-04-29 08:00:00
2013,7,23,836,804,32,1028,958,30,"EV",4691,"N15572","EWR","DAY",80,533,8,4,2013-07-23 08:00:00
2013,4,2,2048,2105,-17,2240,2305,-25,"MQ",4573,"N713MQ","LGA","DTW",85,502,21,5,2013-04-02 21:00:00
2013,3,31,1534,1540,-6,1851,1904,-13,"DL",2027,"N3730B","JFK","FLL",159,1069,15,40,2013-03-31 15:00:00
2013,6,27,1959,1830,89,2147,1940,127,"MQ",3044,"N941MQ","JFK","BWI",52,184,18,30,2013-06-27 18:00:00
2013,7,19,1852,1900,-8,2220,2226,-6,"DL",2007,"N3749D","JFK","PDX",333,2454,19,0,2013-07-19 19:00:00
2013,10,26,1815,1815,0,2108,2132,-24,"DL",426,"N706TW","JFK","LAX",331,2475,18,15,2013-10-26 18:00:00
2013,12,19,953,1000,-7,1126,1135,-9,"MQ",3675,"N834MQ","LGA","BNA",118,764,10,0,2013-12-19 10:00:00
2013,7,10,1514,1459,15,1811,1808,3,"UA",1587,"N73256","EWR","RSW",142,1068,14,59,2013-07-10 14:00:00
2013,12,2,1820,1830,-10,2020,2036,-16,"DL",1531,"N314NB","EWR","DTW",75,488,18,30,2013-12-02 18:00:00
2013,3,5,1945,1930,15,2133,2115,18,"EV",4126,"N14116","LGA","CLE",66,419,19,30,2013-03-05 19:00:00
2013,4,12,1639,1535,64,1812,1650,82,"WN",142,"N252WN","EWR","MDW",113,711,15,35,2013-04-12 15:00:00
2013,5,3,1139,1145,-6,1348,1400,-12,"DL",401,"N371NB","EWR","ATL",110,746,11,45,2013-05-03 11:00:00
2013,5,7,623,624,-1,823,827,-4,"EV",4519,"N11109","EWR","CLT",97,529,6,24,2013-05-07 06:00:00
2013,10,16,1651,1700,-9,1944,1958,-14,"DL",1585,"N360NB","LGA","MCO",126,950,17,0,2013-10-16 17:00:00
2013,12,18,902,905,-3,1213,1225,-12,"VX",161,"N835VA","EWR","LAX",346,2454,9,5,2013-12-18 09:00:00
2013,8,31,1158,1205,-7,1336,1424,-48,"UA",696,"N441UA","EWR","PHX",261,2133,12,5,2013-08-31 12:00:00
2013,8,11,1356,1359,-3,1626,1632,-6,"DL",2247,"N672DL","LGA","ATL",112,762,13,59,2013-08-11 13:00:00
2013,9,3,2106,2119,-13,2345,2354,-9,"B6",527,"N715JB","EWR","MCO",126,937,21,19,2013-09-03 21:00:00
2013,5,27,1622,1629,-7,1900,1853,7,"US",17,"N509AY","JFK","PHX",299,2153,16,29,2013-05-27 16:00:00
2013,8,2,1928,1853,35,2110,2059,11,"US",1873,"N194UW","LGA","CLT",80,544,18,53,2013-08-02 18:00:00
2013,10,24,743,750,-7,1045,1049,-4,"B6",901,"N789JB","JFK","FLL",162,1069,7,50,2013-10-24 07:00:00
2013,6,27,1701,1651,10,1947,1900,47,"DL",1473,"N327NB","LGA","MEM",140,963,16,51,2013-06-27 16:00:00
2013,5,24,1602,1555,7,1708,1727,-19,"UA",597,"N492UA","EWR","ORD",103,719,15,55,2013-05-24 15:00:00
2013,8,13,2144,2140,4,1,2310,51,"MQ",3317,"N510MQ","LGA","RDU",72,431,21,40,2013-08-13 21:00:00
2013,4,17,1532,1530,2,1738,1732,6,"US",1899,"N749US","LGA","CLT",78,544,15,30,2013-04-17 15:00:00
2013,9,8,2030,2034,-4,2137,2209,-32,"9E",4127,"N8688C","JFK","IAD",46,228,20,34,2013-09-08 20:00:00
2013,11,20,1451,1449,2,1818,1805,13,"UA",1744,"N39728","LGA","IAH",217,1416,14,49,2013-11-20 14:00:00
2013,3,29,1921,1930,-9,2110,2146,-36,"9E",3798,"N8928A","JFK","CLT",78,541,19,30,2013-03-29 19:00:00
2013,2,15,700,702,-2,1229,1158,31,"UA",1653,"N36447","EWR","SJU",215,1608,7,2,2013-02-15 07:00:00
2013,12,28,1451,1455,-4,1636,1650,-14,"MQ",3391,"N844MQ","LGA","CMH",84,479,14,55,2013-12-28 14:00:00
2013,5,6,646,645,1,854,841,13,"US",1032,"N538UW","EWR","CLT",79,529,6,45,2013-05-06 06:00:00
2013,6,4,610,615,-5,903,915,-12,"AA",1895,"N3FEAA","EWR","MIA",150,1085,6,15,2013-06-04 06:00:00
2013,1,26,1727,1725,2,1957,2023,-26,"UA",1481,"N13113","EWR","IAH",188,1400,17,25,2013-01-26 17:00:00
2013,5,5,2047,2046,1,2323,2356,-33,"UA",1244,"N37290","EWR","AUS",194,1504,20,46,2013-05-05 20:00:00
2013,12,29,824,825,-1,1048,1057,-9,"EV",4419,"N12166","EWR","XNA",186,1131,8,25,2013-12-29 08:00:00
2013,11,7,639,639,0,806,807,-1,"EV",5791,"N11109","EWR","PIT",62,319,6,39,2013-11-07 06:00:00
2013,2,18,2045,2030,15,2308,2306,2,"B6",619,"N296JB","JFK","JAX",128,828,20,30,2013-02-18 20:00:00
2013,12,4,559,600,-1,852,905,-13,"AA",1175,"N3JVAA","LGA","MIA",143,1096,6,0,2013-12-04 06:00:00
2013,11,26,1957,2000,-3,2110,2110,0,"AA",2314,"N3KKAA","JFK","BOS",40,187,20,0,2013-11-26 20:00:00
2013,11,28,1252,1300,-8,1604,1620,-16,"VX",411,"N628VA","JFK","LAX",351,2475,13,0,2013-11-28 13:00:00
2013,7,28,1359,1359,0,1552,1603,-11,"B6",1373,"N247JB","JFK","CHS",98,636,13,59,2013-07-28 13:00:00
2013,3,5,1256,1259,-3,1453,1456,-3,"US",1459,"N562UW","LGA","CLT",83,544,12,59,2013-03-05 12:00:00
2013,1,11,1538,1540,-2,1714,1716,-2,"9E",4178,"N8800G","JFK","ROC",56,264,15,40,2013-01-11 15:00:00
2013,5,29,1824,1805,19,2108,2107,1,"UA",1523,"N29717","EWR","DFW",189,1372,18,5,2013-05-29 18:00:00
2013,5,30,1900,1900,0,2146,2159,-13,"DL",2159,"N3733Z","JFK","MCO",120,944,19,0,2013-05-30 19:00:00
2013,11,9,854,730,84,1000,845,75,"EV",4114,"N14562","EWR","BOS",50,200,7,30,2013-11-09 07:00:00
2013,7,16,553,600,-7,837,834,3,"B6",27,"N656JB","EWR","MCO",120,937,6,0,2013-07-16 06:00:00
2013,4,5,917,912,5,1231,1200,31,"B6",59,"N274JB","JFK","TPA",174,1005,9,12,2013-04-05 09:00:00
2013,2,3,651,655,-4,930,927,3,"B6",117,"N521JB","JFK","MSY",168,1182,6,55,2013-02-03 06:00:00
2013,7,30,1111,1103,8,1350,1345,5,"UA",445,"N578UA","EWR","LAX",318,2454,11,3,2013-07-30 11:00:00
2013,3,4,840,845,-5,1044,1057,-13,"US",1429,"N760US","LGA","CLT",82,544,8,45,2013-03-04 08:00:00
2013,7,26,558,600,-2,706,711,-5,"EV",6177,"N14117","EWR","IAD",46,212,6,0,2013-07-26 06:00:00
2013,3,11,1051,1100,-9,1201,1214,-13,"US",2171,"N712US","LGA","DCA",46,214,11,0,2013-03-11 11:00:00
2013,2,4,1900,1900,0,2232,2301,-29,"DL",1465,"N704X","JFK","SFO",369,2586,19,0,2013-02-04 19:00:00
2013,5,12,1118,1125,-7,1230,1305,-35,"AA",327,"N4WLAA","LGA","ORD",110,733,11,25,2013-05-12 11:00:00
2013,6,2,815,819,-4,1203,1210,-7,"B6",717,"N527JB","JFK","SJU",197,1598,8,19,2013-06-02 08:00:00
2013,4,2,1444,1445,-1,1636,1656,-20,"EV",5475,"N612QX","LGA","CLT",82,544,14,45,2013-04-02 14:00:00
2013,3,4,2247,2253,-6,2358,14,-16,"B6",112,"N534JB","JFK","BUF",56,301,22,53,2013-03-04 22:00:00
2013,6,20,1917,1920,-3,2026,2047,-21,"UA",1703,"N37281","EWR","BOS",41,200,19,20,2013-06-20 19:00:00
2013,5,13,1732,1735,-3,1833,1902,-29,"DL",2383,"N331NW","LGA","PWM",43,269,17,35,2013-05-13 17:00:00
2013,9,27,1912,1830,42,2112,2029,43,"DL",548,"N378NW","EWR","DTW",68,488,18,30,2013-09-27 18:00:00
2013,7,11,1229,1230,-1,1506,1520,-14,"WN",40,"N770SA","LGA","HOU",190,1428,12,30,2013-07-11 12:00:00
2013,3,20,1140,1144,-4,1423,1434,-11,"UA",1690,"N33103","EWR","MCO",142,937,11,44,2013-03-20 11:00:00
2013,9,28,1041,1045,-4,1151,1202,-11,"B6",2602,"N183JB","JFK","BUF",53,301,10,45,2013-09-28 10:00:00
2013,3,8,1915,1900,15,2022,2015,7,"US",2187,"N730US","LGA","DCA",39,214,19,0,2013-03-08 19:00:00
2013,9,18,1158,1205,-7,1320,1350,-30,"MQ",3404,"N725MQ","LGA","RDU",68,431,12,5,2013-09-18 12:00:00
2013,4,19,603,600,3,832,815,17,"FL",345,"N267AT","LGA","ATL",120,762,6,0,2013-04-19 06:00:00
2013,7,23,646,650,-4,748,808,-20,"EV",5811,"N16571","EWR","BUF",48,282,6,50,2013-07-23 06:00:00
2013,1,10,642,645,-3,754,808,-14,"B6",102,"N570JB","JFK","BUF",59,301,6,45,2013-01-10 06:00:00
2013,5,3,1625,1521,64,1743,1705,38,"EV",4596,"N16918","EWR","STL",120,872,15,21,2013-05-03 15:00:00
2013,2,22,850,844,6,1213,1151,22,"UA",499,"N516UA","EWR","FLL",166,1065,8,44,2013-02-22 08:00:00
2013,7,8,722,715,7,937,927,10,"UA",1525,"N37253","EWR","DEN",214,1605,7,15,2013-07-08 07:00:00
2013,1,27,824,828,-4,1040,1105,-25,"B6",611,"N266JB","JFK","JAX",114,828,8,28,2013-01-27 08:00:00
2013,12,19,2038,2027,11,2343,2344,-1,"UA",653,"N538UA","EWR","LAX",338,2454,20,27,2013-12-19 20:00:00
2013,6,11,1413,1415,-2,1614,1629,-15,"DL",673,"N303DQ","EWR","ATL",102,746,14,15,2013-06-11 14:00:00
2013,4,29,639,646,-7,856,920,-24,"UA",669,"N549UA","EWR","LAS",294,2227,6,46,2013-04-29 06:00:00
2013,8,23,1726,1730,-4,2009,2021,-12,"UA",550,"N568UA","EWR","SAN",305,2425,17,30,2013-08-23 17:00:00
2013,6,18,839,841,-2,949,1004,-15,"EV",4583,"N11109","EWR","PWM",43,284,8,41,2013-06-18 08:00:00
2013,8,8,643,645,-2,759,752,7,"B6",318,"N247JB","JFK","BOS",46,187,6,45,2013-08-08 06:00:00
2013,8,16,930,930,0,1223,1248,-25,"UA",1480,"N38454","EWR","SFO",326,2565,9,30,2013-08-16 09:00:00
2013,2,5,1951,2000,-9,2241,2304,-23,"B6",21,"N608JB","JFK","TPA",149,1005,20,0,2013-02-05 20:00:00
2013,6,21,2130,1930,120,2312,2156,76,"9E",3285,"N920XJ","JFK","MSY",150,1182,19,30,2013-06-21 19:00:00
2013,3,10,2106,2100,6,10,4,6,"UA",1299,"N17229","EWR","RSW",154,1068,21,0,2013-03-10 21:00:00
2013,10,6,1527,1459,28,1656,1622,34,"B6",1734,"N228JB","JFK","BTV",47,266,14,59,2013-10-06 14:00:00
2013,2,25,1802,1815,-13,1926,1952,-26,"9E",4277,"N819AY","JFK","ORF",49,290,18,15,2013-02-25 18:00:00
2013,7,25,647,700,-13,814,834,-20,"UA",476,"N460UA","LGA","ORD",101,733,7,0,2013-07-25 07:00:00
2013,12,24,1420,1410,10,1647,1659,-12,"UA",578,"N841UA","EWR","LAS",310,2227,14,10,2013-12-24 14:00:00
2013,1,18,1439,1445,-6,1737,1745,-8,"B6",153,"N584JB","JFK","MCO",146,944,14,45,2013-01-18 14:00:00
2013,9,30,734,652,42,1001,954,7,"UA",1439,"N68452","EWR","LAX",297,2454,6,52,2013-09-30 06:00:00
2013,9,25,837,820,17,1128,1110,18,"B6",281,"N228JB","JFK","HOU",199,1428,8,20,2013-09-25 08:00:00
2013,11,27,2246,2130,76,206,18,108,"B6",1371,"N571JB","LGA","FLL",162,1076,21,30,2013-11-27 21:00:00
2013,7,24,1842,1645,117,2018,1807,131,"EV",4511,"N14991","EWR","ROC",40,246,16,45,2013-07-24 16:00:00
2013,7,29,2114,2050,24,56,42,14,"UA",1071,"N76508","EWR","BQN",200,1585,20,50,2013-07-29 20:00:00
